X,Y,Z
3769,-4150,19011
3830,-4219,19056
3743,-4191,19059
3789,-4244,19018
3707,-4220,19049
3755,-4276,19028
3671,-4249,19029
3725,-4312,19046
3635,-4277,19019
3687,-4339,19027
3598,-4305,19010
3654,-4372,19036
3572,-4345,19057
3616,-4401,19026
3534,-4372,19047
3585,-4435,19045
3499,-4402,19048
3544,-4460,19027
3466,-4435,19056
3512,-4495,19045
3425,-4457,19027
3471,-4517,19016
3373,-4465,18933
3441,-4555,19053
3351,-4511,19018
3411,-4593,19090
3312,-4535,18999
3366,-4610,19044
3278,-4567,19017
3327,-4637,19033
3250,-4607,19063
3287,-4661,19025
3203,-4621,19007
3250,-4690,19024
3169,-4653,19035
3227,-4740,19117
3131,-4679,19025
3174,-4745,19022
3091,-4701,19006
3139,-4776,19041
3058,-4736,19044
3096,-4797,19023
3011,-4748,18987
3056,-4821,19013
2979,-4784,19033
3021,-4852,19031
2945,-4817,19061
2979,-4873,19012
2904,-4837,19043
2935,-4889,18984
2863,-4859,19032
2904,-4929,19040
2822,-4881,19023
2867,-4959,19057
2779,-4897,18994
2819,-4969,19001
2743,-4927,19022
2781,-4995,19010
2706,-4955,19041
2739,-5017,19000
2666,-4978,19041
2696,-5035,18992
2622,-4993,19002
2660,-5066,19019
2582,-5017,19011
2618,-5087,19009
2548,-5050,19058
2580,-5114,19028
2499,-5055,18992
2541,-5141,19046
2471,-5103,19095
2497,-5158,19026
2423,-5111,19038
2451,-5170,18988
2380,-5128,19028
2414,-5201,19036
2339,-5147,19019
2366,-5207,18978
2296,-5166,19018
2331,-5243,19035
2249,-5172,18961
2292,-5272,19062
2215,-5212,19035
2242,-5273,18996
2171,-5224,19017
2200,-5293,18995
2130,-5246,19026
2159,-5318,19023
2084,-5254,18988
2115,-5332,19004
2045,-5282,19025
2076,-5362,19051
2001,-5296,19015
2033,-5381,19051
1961,-5320,19034
1985,-5385,19003
1921,-5345,19062
1943,-5405,19012
1873,-5348,19014
1900,-5425,19021
1832,-5369,19033
1857,-5441,19021
1787,-5380,19014
1807,-5440,18955
1742,-5389,18994
1768,-5472,19010
1703,-5420,19040
1726,-5492,19038
1659,-5432,19031
1681,-5503,19019
1615,-5446,19031
1639,-5529,19056
1570,-5457,19021
1595,-5543,19056
1528,-5479,19049
1545,-5539,18990
1481,-5483,19021
1502,-5561,19017
1438,-5499,19019
1463,-5594,19082
1396,-5521,19057
1413,-5588,19026
1351,-5531,19047
1372,-5618,19083
1306,-5543,19047
1324,-5620,19044
1261,-5554,19036
1279,-5632,19044
1219,-5578,19082
1237,-5658,19090
1171,-5573,19026
1186,-5646,19015
1126,-5586,19035
1142,-5660,19024
1081,-5592,19025
1097,-5673,19032
1036,-5602,19026
1052,-5690,19051
991,-5611,19015
1008,-5705,19078
947,-5628,19043
960,-5704,19041
901,-5634,19034
915,-5716,19049
856,-5642,19033
869,-5728,19058
810,-5649,19033
823,-5737,19058
764,-5654,19023
777,-5743,19048
720,-5672,19050
729,-5743,19030
673,-5674,19031
685,-5766,19085
628,-5682,19040
637,-5760,19037
582,-5686,19030
591,-5767,19037
537,-5692,19030
544,-5765,19008
491,-5702,19048
499,-5790,19073
445,-5701,19019
452,-5788,19044
399,-5711,19037
405,-5788,19035
354,-5726,19075
359,-5798,19054
308,-5724,19056
313,-5813,19091
262,-5731,19064
265,-5796,19015
216,-5743,19092
219,-5817,19071
169,-5733,19045
172,-5815,19061
123,-5729,19025
126,-5816,19051
77,-5731,19025
79,-5813,19032
31,-5737,19044
32,-5811,19013
-15,-5747,19061
-15,-5818,19040
-61,-5737,19024
-62,-5822,19049
-107,-5740,19033
-108,-5819,19030
-153,-5739,19032
-155,-5825,19048
-200,-5748,19060
-202,-5825,19048
-246,-5747,19060
-249,-5822,19038
-292,-5743,19040
-296,-5830,19075
-338,-5733,19012
-342,-5821,19046
-385,-5743,19049
-389,-5815,19028
-431,-5743,19057
-436,-5822,19055
-477,-5736,19038
-483,-5815,19036
-523,-5738,19057
-529,-5804,19007
-569,-5734,19046
-578,-5821,19072
-616,-5737,19065
-623,-5807,19044
-661,-5726,19046
-670,-5804,19043
-707,-5722,19045
-717,-5801,19042
-753,-5711,19016
-765,-5808,19079
-799,-5712,19035
-811,-5800,19070
-847,-5716,19072
-857,-5788,19051
-892,-5709,19062
-903,-5783,19050
-937,-5700,19052
-947,-5764,19003
-986,-5709,19108
-997,-5775,19058
-1030,-5691,19060
-1041,-5756,19021
-1074,-5678,19041
-1089,-5758,19049
-1118,-5660,19003
-1134,-5743,19020
-1166,-5665,19050
-1182,-5746,19056
-1211,-5657,19050
-1225,-5724,19010
-1255,-5638,19012
-1273,-5725,19037
-1301,-5634,19020
-1321,-5724,19064
-1349,-5638,19067
-1365,-5705,19036
-1393,-5623,19047
-1411,-5696,19036
-1437,-5608,19028
-1458,-5691,19053
-1486,-5613,19084
-1505,-5687,19072
-1523,-5573,18981
-1547,-5663,19025
-1574,-5583,19055
-1596,-5663,19062
-1623,-5588,19111
-1639,-5644,19033
-1660,-5551,19017
-1688,-5644,19080
-1709,-5551,19063
-1728,-5614,19014
-1751,-5533,19035
-1776,-5613,19050
-1799,-5530,19071
-1822,-5603,19059
-1841,-5509,19043
-1868,-5593,19078
-1886,-5498,19051
-1911,-5572,19049
-1931,-5486,19061
-1955,-5556,19039
-1967,-5451,18986
-2003,-5553,19076
-2017,-5454,19041
-2046,-5533,19056
-2059,-5431,19012
-2093,-5524,19085
-2107,-5428,19059
-2135,-5501,19056
-2150,-5412,19058
-2178,-5483,19046
-2194,-5396,19058
-2222,-5468,19046
-2237,-5380,19059
-2270,-5462,19082
-2278,-5358,19029
-2310,-5435,19044
-2328,-5358,19094
-2360,-5432,19101
-2365,-5328,19047
-2397,-5402,19053
-2412,-5320,19083
-2439,-5380,19034
-2449,-5290,19037
-2492,-5382,19109
-2496,-5279,19064
-2534,-5361,19098
-2543,-5272,19101
-2575,-5340,19088
-2582,-5248,19081
-2615,-5317,19069
-2617,-5213,19025
-2653,-5285,19032
-2665,-5205,19072
-2691,-5258,19002
-2706,-5183,19061
-2677,-5129,18590
-2748,-5164,19060
-2567,-4826,17513
-2776,-5119,18966
-2470,-4559,16569
-2797,-5061,18825
-2478,-4488,16373
-2799,-4972,18563
-2525,-4489,16446
-2720,-4744,17747
-2549,-4448,16362
-2650,-4539,17026
-2589,-4437,16389
-2623,-4412,16605
-2624,-4416,16390
-2627,-4340,16399
-2666,-4406,16427
-2668,-4332,16445
-2692,-4372,16370
-2690,-4291,16361
-2729,-4354,16379
-2727,-4275,16379
-2766,-4336,16388
-2773,-4272,16443
-2793,-4304,16341
-2793,-4230,16359
-2829,-4285,16350
-2827,-4209,16359
-2869,-4272,16387
-2860,-4187,16358
-2905,-4253,16396
-2889,-4159,16330
-2941,-4233,16405
-2930,-4148,16377
-2958,-4188,16311
-2955,-4114,16320
-2999,-4175,16348
-2987,-4090,16320
-3019,-4133,16273
-3010,-4054,16263
-3057,-4117,16301
-3047,-4038,16291
-3087,-4090,16282
-3078,-4012,16281
-3130,-4080,16337
-3118,-3999,16318
-3154,-4045,16290
-3147,-3970,16299
-3192,-4028,16317
-3235,-4017,16607
-3219,-3998,16289
-3426,-4185,17448
-3238,-3956,16223
-3657,-4395,18477
-3279,-3943,16269
-3786,-4477,18964
-3457,-4090,17016
-3852,-4484,19123
-3803,-4428,18614
-3888,-4454,19123
-3927,-4499,19054
-3907,-4406,19038
-3972,-4479,19100
-3943,-4378,19047
-4002,-4443,19072
-3982,-4351,19066
-4037,-4411,19062
-4014,-4317,19047
-4082,-4391,19108
-4063,-4302,19112
-4111,-4352,19081
-4096,-4269,19102
-4135,-4310,19033
-4124,-4231,19073
-4180,-4289,19079
-4151,-4194,19045
-4209,-4252,19051
-4185,-4162,19045
-4243,-4220,19050
-4233,-4144,19109
-4277,-4187,19050
-4252,-4098,19043
-4309,-4153,19040
-4283,-4063,19034
-4343,-4121,19049
-4324,-4038,19072
-4378,-4090,19058
-4359,-4008,19089
-4418,-4063,19086
-4389,-3972,19070
-4445,-4023,19057
-4417,-3935,19060
-4476,-3988,19057
-4452,-3904,19069
-4512,-3958,19076
-4478,-3866,19050
-4542,-3922,19066
-4511,-3833,19050
-4579,-3891,19083
-4543,-3800,19059
-4604,-3851,19055
-4580,-3770,19086
-4637,-3817,19064
-4612,-3737,19095
-4664,-3778,19055
-4633,-3694,19058
-4701,-3749,19083
-4656,-3653,19029
-4720,-3704,19035
-4703,-3631,19104
-4762,-3677,19081
-4722,-3587,19056
-4781,-3632,19034
-4755,-3555,19074
-4826,-3607,19099
-4786,-3520,19084
-4850,-3567,19090
-4821,-3487,19111
-4875,-3526,19071
-4837,-3442,19065
-4903,-3489,19070
-4872,-3409,19092
-4934,-3453,19080
-4887,-3364,19045
-4953,-3409,19041
-4925,-3333,19082
-4987,-3376,19069
-4951,-3295,19082
-5015,-3338,19069
-4977,-3257,19081
-5033,-3294,19041
-5009,-3223,19109
-5065,-3259,19059
-5021,-3175,19053
-5096,-3223,19077
-5053,-3140,19071
-5118,-3181,19058
-5075,-3100,19061
-5153,-3148,19095
-5112,-3068,19107
-5177,-3107,19095
-5123,-3021,19061
-5193,-3062,19057
-5152,-2984,19069
-5221,-3024,19066
-5200,-2958,19162
-5238,-2979,19037
-5199,-2905,19069
-5270,-2944,19075
-5227,-2867,19088
-5301,-2907,19103
-5250,-2827,19087
-5307,-2857,19037
-5285,-2792,19134
-5338,-2820,19064
-5286,-2741,19049
-5369,-2783,19092
-5321,-2707,19095
-5379,-2736,19045
-5335,-2662,19067
-5406,-2697,19063
-5353,-2619,19058
-5446,-2664,19138
-5379,-2580,19076
-5461,-2619,19110
-5405,-2542,19094
-5484,-2579,19118
-5424,-2499,19094
-5495,-2531,19081
-5446,-2458,19094
-5521,-2491,19099
-5479,-2422,19140
-5534,-2446,19071
-5472,-2368,19046
-5552,-2402,19071
-5490,-2326,19047
-5572,-2360,19071
-5521,-2288,19082
-5594,-2318,19079
-5536,-2244,19073
-5611,-2274,19070
-5554,-2202,19073
-5634,-2233,19098
-5574,-2160,19083
-5649,-2188,19079
-5599,-2119,19111
-5673,-2147,19106
-5604,-2072,19063
-5684,-2101,19077
-5634,-2034,19109
-5693,-2055,19050
-5639,-1987,19072
-5694,-2005,19003
-5647,-1940,19043
-5727,-1967,19059
-5665,-1897,19053
-5748,-1924,19077
-5696,-1858,19109
-5762,-1879,19067
-5702,-1812,19071
-5776,-1835,19067
-5714,-1767,19061
-5790,-1790,19057
-5730,-1724,19070
-5813,-1747,19095
-5749,-1681,19089
-5819,-1700,19067
-5760,-1636,19079
-5824,-1653,19039
-5784,-1594,19117
-5844,-1610,19057
-5777,-1545,19051
-5862,-1567,19075
-5786,-1499,19031
-5868,-1519,19047
-5805,-1456,19059
-5880,-1474,19046
-5811,-1410,19041
-5901,-1431,19084
-5834,-1368,19079
-5916,-1386,19093
-5836,-1319,19050
-5911,-1336,19036
-5854,-1276,19068
-5937,-1293,19083
-5867,-1232,19077
-5942,-1247,19064
-5865,-1185,19040
-5950,-1201,19065
-5884,-1141,19077
-5960,-1155,19064
-5893,-1096,19067
-5965,-1108,19045
-5902,-1050,19067
-5973,-1062,19045
-5907,-1004,19058
-5992,-1017,19083
-5915,-958,19058
-6006,-972,19100
-5917,-912,19038
-6023,-928,19128
-5938,-869,19085
-6012,-878,19063
-5941,-822,19066
-6031,-833,19099
-5942,-775,19047
-6027,-785,19062
-5951,-730,19056
-6038,-739,19080
-5974,-686,19112
-6031,-691,19044
-5968,-638,19075
-6052,-646,19091
-5975,-593,19085
-6051,-599,19071
-5977,-547,19075
-6065,-553,19099
-5980,-500,19065
-6067,-506,19089
-5975,-454,19037
-6058,-459,19043
-5987,-408,19065
-6057,-411,19033
-5979,-361,19027
-6061,-365,19033
-5997,-316,19073
-6067,-318,19042
-5997,-269,19064
-6079,-272,19070
-6002,-223,19074
-6088,-225,19098
-5997,-177,19055
-6088,-178,19089
-5999,-131,19054
-6085,-131,19069
-6004,-85,19064
-6086,-84,19069
-6008,-38,19073
-6082,-37,19050
-5998,8,19045
-6083,10,19060
-6004,54,19064
-6089,56,19079
-5990,100,19017
-6077,103,19042
-6008,147,19082
-6078,150,19041
-6004,194,19063
-6082,198,19060
-5995,240,19045
-6078,244,19049
-6006,286,19081
-6074,291,19041
-6007,332,19091
-6075,338,19060
-5995,378,19063
-6073,385,19059
-5995,425,19072
-6073,432,19069
-5988,471,19064
-6062,478,19040
-5975,516,19025
-6062,525,19050
-5974,562,19035
-6070,573,19086
-5972,609,19044
-6052,619,19049
-5975,655,19072
-6048,665,19050
-5958,700,19035
-6060,714,19105
-5957,747,19043
-6038,758,19049
-5959,793,19071
-6038,806,19068
-5946,838,19052
-6027,852,19059
-5939,884,19053
-6019,898,19049
-5940,931,19071
-6021,946,19077
-5930,976,19061
-6009,991,19068
-5916,1021,19044
-5990,1036,19030
-5914,1068,19062
-5988,1083,19049
-5905,1113,19062
-5985,1130,19068
-5899,1159,19071
-5971,1175,19049
-5875,1202,19026
-5982,1225,19115
-5882,1250,19071
-5944,1266,19021
-5861,1293,19034
-5949,1314,19067
-5853,1338,19043
-5934,1359,19049
-5845,1384,19052
-5912,1402,19021
-5825,1427,19024
-5898,1448,19012
-5813,1472,19025
-5899,1496,19049
-5821,1521,19081
-5885,1540,19040
-5803,1564,19062
-5873,1585,19039
-5779,1605,19025
-5856,1629,19030
-5768,1650,19034
-5847,1675,19040
-5757,1696,19034
-5828,1719,19021
-5754,1743,19071
-5826,1767,19058
-5743,1788,19080
-5813,1812,19058
-5731,1833,19091
-5821,1864,19133
-5710,1875,19071
-5794,1905,19096
-5700,1920,19081
-5760,1943,19030
-5677,1961,19053
-5759,1992,19076
-5656,2003,19034
-5736,2034,19049
-5645,2048,19053
-5731,2082,19087
-5631,2092,19063
-5704,2121,19059
-5606,2132,19035
-5693,2168,19078
-5597,2178,19063
-5668,2208,19050
-5569,2216,19016
-5651,2252,19049
-5562,2264,19053
-5623,2292,19013
-5533,2302,19016
-5614,2338,19040
-5525,2348,19053
-5606,2386,19078
-5516,2395,19092
-5580,2425,19060
-5493,2435,19072
-5553,2465,19031
-5459,2471,19017
-5542,2511,19060
-5460,2522,19091
-5536,2560,19106
-5429,2559,19055
-5504,2597,19069
-5406,2599,19046
-5468,2632,19013
-5387,2641,19045
-5460,2680,19060
-5360,2679,19026
-5458,2731,19126
-5352,2727,19073
-5411,2760,19032
-5324,2765,19055
-5392,2803,19041
-5298,2803,19036
-5373,2847,19061
-5284,2848,19064
-5352,2888,19060
-5254,2884,19036
-5317,2922,19014
-5231,2925,19036
-5303,2968,19051
-5203,2962,19018
-5277,3007,19042
-5184,3004,19037
-5245,3043,19005
-5155,3041,19018
-5236,3092,19071
-5138,3084,19047
-5200,3125,19024
-5117,3126,19056
-5183,3170,19052
-5095,3166,19065
-5158,3209,19052
-5067,3203,19056
-5135,3249,19063
-5042,3242,19056
-5110,3289,19062
-5019,3282,19066
-5092,3334,19090
-4978,3311,19010
-5056,3367,19063
-4967,3359,19066
-5021,3399,19025
-4933,3392,19038
-5003,3444,19063
-4909,3431,19048
-4977,3483,19063
-4890,3474,19086
-4938,3512,19016
-4854,3505,19049
-4921,3557,19064
-4825,3541,19039
-4895,3597,19073
-4801,3581,19058
-4875,3640,19101
-4768,3614,19039
-4828,3663,19036
-4736,3648,19031
-4809,3707,19074
-4714,3689,19050
-4775,3741,19055
-4680,3721,19031
-4746,3778,19055
-4655,3760,19050
-4714,3812,19046
-4629,3799,19069
-4683,3847,19047
-4592,3828,19041
-4659,3888,19065
-4571,3870,19079
-4620,3917,19038
-4519,3886,18985
-4596,3958,19065
-4500,3931,19032
-4561,3989,19047
-4471,3967,19042
-4530,4024,19047
-4437,3999,19033
-4491,4053,19019
-4409,4036,19052
-4474,4100,19086
-4367,4060,19006
-4430,4123,19039
-4349,4106,19071
-4399,4159,19049
-4312,4134,19053
-4373,4198,19077
-4278,4167,19043
-4333,4225,19039
-4241,4195,19025
-4295,4253,19021
-4222,4241,19090
-4270,4294,19059
-4181,4265,19063
-4239,4329,19078
-4157,4307,19100
-4201,4357,19059
-4113,4328,19053
-4167,4390,19060
-4082,4363,19073
-4126,4415,19031
-4042,4387,19045
-4089,4443,19023
-4010,4421,19064
-4061,4482,19060
-3973,4449,19046
-4024,4512,19051
-3932,4472,19018
-3989,4543,19051
-3898,4503,19027
-3952,4571,19043
-3857,4526,19000
-3919,4605,19062
-3827,4562,19027
-3880,4630,19053
-3794,4594,19047
-3849,4667,19081
-3755,4620,19028
-3812,4696,19081
-3720,4650,19038
-3764,4711,19025
-3685,4679,19048
-3733,4747,19054
-3646,4705,19039
-3687,4764,19007
-3609,4732,19039
-3660,4805,19063
-3570,4756,19030
-3622,4833,19074
-3536,4789,19049
-3577,4851,19037
-3493,4808,19021
-3539,4878,19037
-3468,4852,19097
-3501,4906,19037
-3420,4864,19041
-3460,4928,19028
-3373,4877,18995
-3424,4959,19048
-3345,4918,19051
-3389,4989,19066
-3304,4940,19042
-3345,5008,19038
-3267,4966,19052
-3312,5043,19076
-3223,4983,19024
-3273,5068,19086
-3184,5009,19024
-3230,5088,19067
-3146,5035,19033
-3184,5103,19030
-3112,5067,19071
-3147,5132,19050
-3066,5081,19034
-3109,5161,19069
-3027,5105,19044
-3067,5181,19059
-2989,5132,19064
-3024,5200,19051
-2946,5149,19045
-2980,5217,19032
-2909,5177,19064
-2942,5245,19051
-2865,5194,19045
-2901,5267,19051
-2824,5215,19046
-2863,5296,19080
-2784,5238,19056
-2817,5310,19052
-2741,5255,19047
-2773,5326,19034
-2701,5278,19056
-2733,5351,19053
-2658,5296,19047
-2689,5367,19044
-2620,5323,19076
-2646,5384,19035
-2576,5339,19067
-2604,5405,19036
-2533,5354,19058
-2562,5427,19046
-2486,5363,19022
-2517,5441,19037
-2444,5382,19021
-2473,5457,19028
-2401,5397,19012
-2432,5478,19038
-2360,5419,19032
-2388,5494,19028
-2317,5436,19032
-2345,5512,19039
-2276,5456,19042
-2300,5527,19029
-2237,5483,19080
-2263,5560,19086
-2188,5486,19034
-2217,5569,19058
-2139,5486,18977
-2171,5579,19040
-2099,5512,19016
-2130,5605,19077
-2059,5533,19044
-2083,5613,19049
-2017,5555,19063
-2037,5623,19041
-1972,5564,19044
-1992,5636,19032
-1927,5575,19035
-1950,5656,19051
-1882,5586,19026
-1901,5656,19005
-1836,5594,19008
-1859,5678,19033
-1792,5609,19018
-1812,5686,19015
-1748,5620,19019
-1768,5702,19034
-1702,5630,19010
-1722,5712,19025
-1662,5657,19057
-1677,5724,19026
-1617,5665,19048
-1628,5724,18979
-1570,5670,19030
-1586,5746,19017
-1523,5670,18993
-1540,5755,19008
-1480,5689,19021
-1497,5771,19037
-1435,5700,19021
-1450,5777,19019
-1392,5714,19041
-1405,5790,19028
-1344,5713,19004
-1359,5797,19019
-1300,5728,19023
-1312,5802,19011
-1251,5718,18958
-1268,5819,19039
-1210,5745,19024
-1222,5828,19039
-1162,5739,18977
-1176,5833,19030
-1120,5765,19043
-1130,5842,19031
-1074,5769,19034
-1083,5843,19012
-1027,5770,19016
-1036,5847,19004
-980,5770,18988
-990,5853,19004
-938,5793,19045
-944,5862,19014
-891,5790,19017
-898,5868,19014
-846,5803,19046
-851,5868,18996
-800,5805,19037
-806,5882,19024
-756,5821,19075
-758,5876,18997
-709,5816,19037
-712,5881,18998
-662,5816,19028
-667,5905,19064
-617,5822,19039
-619,5893,19008
-570,5817,19012
-573,5902,19027
-524,5821,19022
-526,5900,19019
-477,5818,18993
-479,5897,19000
-433,5831,19031
-433,5894,18981
-386,5820,18994
-387,5905,19010
-340,5817,18986
-340,5910,19020
-294,5824,18995
-294,5924,19067
-248,5833,19023
-246,5908,19011
-202,5825,18996
-200,5910,19022
-156,5819,18978
-153,5911,19022
-110,5843,19063
-106,5903,18994
-64,5830,19025
-60,5918,19050
-18,5833,19035
-13,5896,18986
28,5836,19055
33,5911,19042
73,5823,19018
80,5907,19033
119,5821,19018
126,5908,19043
166,5829,19056
173,5894,19006
211,5813,19009
220,5919,19100
258,5817,19038
265,5880,18979
303,5807,19020
313,5890,19026
350,5819,19077
359,5881,19008
395,5802,19031
406,5886,19046
440,5789,19002
453,5895,19093
486,5786,19012
497,5864,19010
531,5782,19012
544,5866,19038
579,5795,19079
591,5866,19057
624,5780,19051
637,5852,19030
670,5775,19062
683,5843,19021
714,5762,19043
728,5832,19013
759,5751,19024
775,5827,19022
805,5744,19025
821,5829,19050
850,5738,19035
868,5820,19050
894,5721,19007
913,5807,19032
941,5719,19036
958,5795,19023
984,5704,19018
1003,5781,19015
1031,5705,19046
1049,5777,19035
1076,5692,19037
1093,5757,18997
1120,5676,19019
1140,5755,19026
1165,5671,19039
1188,5755,19063
1208,5652,19011
1230,5728,19008
1255,5651,19049
1277,5728,19046
1301,5644,19068
1323,5719,19055
1343,5621,19021
1366,5697,19028
1385,5601,19003
1410,5680,19011
1430,5592,19013
1453,5662,18991
1475,5583,19032
1500,5657,19020
1519,5569,19023
1544,5644,19030
1560,5547,18996
1591,5636,19049
1608,5546,19043
1634,5617,19031
1649,5522,19015
1681,5611,19060
1694,5512,19035
1727,5604,19088
1739,5502,19044
1764,5566,19014
1779,5476,19007
1812,5561,19052
1819,5452,18980
1850,5530,18996
1868,5454,19046
1899,5529,19052
1912,5439,19056
1940,5505,19025
1951,5414,19028
1984,5488,19025
1992,5391,19010
2027,5471,19036
2036,5378,19019
2070,5453,19026
2079,5361,19030
2110,5428,19008
2121,5342,19020
2154,5410,19009
2164,5326,19030
2199,5399,19037
2207,5309,19040
2244,5386,19056
2249,5291,19040
2282,5356,19019
2286,5261,19003
2328,5344,19058
2333,5253,19051
2369,5323,19049
2366,5215,18986
2413,5305,19059
2410,5201,19015
2452,5279,19040
2451,5180,19015
2493,5256,19031
2490,5156,18997
2534,5236,19041
2536,5146,19044
2569,5202,18995
2575,5122,19035
2619,5198,19061
2613,5094,19017
2654,5164,19015
2641,5072,18998
2687,5153,19043
2646,5081,19026
2173,5489,19005
2181,5386,18971
2225,5478,19043
2230,5376,19010
2268,5453,19025
2279,5368,19057
2314,5435,19034
2320,5345,19038
2350,5401,18989
2355,5309,18983
2395,5386,19007
2396,5288,18983
2437,5365,19008
2441,5274,19012
2481,5348,19018
2482,5252,19002
2517,5313,18972
2521,5226,18985
2558,5291,18972
2564,5209,19003
2610,5289,19047
2605,5187,19004
2646,5257,19011
2648,5169,19023
2688,5235,19011
2683,5134,18977
2727,5208,19002
2728,5120,19015
2765,5180,18984
2768,5096,19005
2810,5164,19013
2810,5077,19025
2844,5128,18966
2852,5055,19035
2893,5119,19022
2886,5021,18998
2931,5089,19004
2928,5001,19017
2975,5072,19033
2971,4983,19046
3007,5032,18977
3008,4954,19027
3051,5014,19016
3054,4940,19075
3101,5005,19081
3078,4890,18981
3131,4965,19025
3119,4868,19001
3177,4949,19063
3159,4843,19011
3196,4892,18942
3202,4825,19039
3251,4889,19046
3238,4795,19030
3282,4851,18999
3275,4767,19031
3328,4834,19047
3310,4735,19012
3360,4798,19010
3347,4707,19013
3403,4777,19048
3383,4677,19003
3435,4742,19020
3423,4653,19023
3471,4709,19001
3460,4626,19033
3501,4671,18964
3488,4586,18986
3544,4651,19002
3523,4554,18978
3583,4623,19012
3565,4532,19006
3615,4588,18994
3600,4502,19006
3647,4552,18976
3627,4461,18960
3686,4526,18995
3673,4445,19026
3729,4505,19032
3699,4403,18979
3765,4473,19033
3739,4378,19008
3788,4427,18968
3777,4351,19028
3815,4388,18930
3810,4318,19018
3868,4377,19035
3829,4270,18943
3901,4342,19026
3875,4251,19009
3928,4302,18988
3907,4216,19001
3960,4267,18980
3943,4187,19020
3983,4223,18923
3973,4152,19002
4028,4202,18989
4011,4124,19030
4063,4171,19000
4041,4088,19021
4102,4143,19028
4071,4052,19013
4123,4097,18972
4104,4019,19012
4166,4073,19019
4135,3984,19013
4181,4022,18945
4166,3950,19013
4229,4003,19020
4201,3919,19032
4258,3965,19010
4225,3878,19005
4293,3934,19030
4259,3846,19024
4324,3898,19030
4279,3801,18967
4343,3852,18985
4321,3776,19024
4381,3822,19012
4341,3732,18987
4420,3793,19060
4377,3701,19015
4440,3748,19013
4405,3664,19016
4467,3710,19005
4440,3633,19045
4494,3671,18995
4458,3587,18999
4533,3642,19042
4476,3543,18951
4571,3612,19080
4512,3512,18989
4585,3563,19025
4545,3478,19009
4598,3513,18959
4568,3437,19000
4644,3488,19035
4595,3400,19000
4669,3448,19025
4621,3361,18991
4696,3410,19036
4651,3325,19010
4714,3365,18999
4668,3280,18973
4745,3329,19017
4715,3256,19067
4763,3284,18980
4728,3209,19011
4803,3254,19036
4739,3160,18955
4817,3207,18990
4784,3135,19040
4854,3175,19047
4808,3095,19040
4875,3132,19029
4830,3053,19031
4887,3084,18982
4855,3015,19041
4921,3051,19020
4875,2972,19023
4933,3002,18973
4901,2933,19032
4962,2965,18992
4912,2886,18985
4981,2921,18983
4942,2849,19014
5012,2884,19011
4968,2810,19034
5034,2843,19012
4985,2766,19015
5068,2808,19059
5015,2730,19053
5074,2757,18994
5033,2687,19034
5110,2723,19051
5047,2641,19006
5125,2677,19033
5066,2599,19006
5131,2627,18976
5072,2550,18951
5167,2593,19032
5103,2513,18988
5187,2550,19033
5125,2472,18998
5208,2508,19043
5146,2431,19008
5218,2460,19006
5167,2389,19018
5245,2421,19034
5187,2348,19028
5269,2380,19053
5204,2304,19018
5278,2332,19015
5221,2260,19018
5285,2284,18978
5242,2219,19028
5312,2244,19016
5253,2174,19010
5320,2197,18979
5275,2132,19029
5342,2155,18998
5283,2085,18991
5364,2113,19017
5299,2041,18991
5379,2068,19008
5314,1998,18992
5402,2026,19036
5325,1952,18983
5401,1976,18981
5347,1910,19002
5432,1936,19037
5372,1870,19040
5439,1889,19009
5386,1825,19041
5461,1847,19037
5384,1775,18984
5468,1799,19009
5404,1733,19002
5488,1756,19028
5414,1688,18994
5497,1709,19020
5437,1646,19031
5505,1663,19001
5441,1599,19003
5526,1620,19029
5453,1554,19004
5526,1571,18982
5464,1509,18995
5534,1524,18974
5475,1463,18995
5551,1480,18993
5485,1418,18995
5565,1435,19002
5493,1372,18976
5574,1388,18993
5503,1326,18977
5575,1340,18956
5523,1284,19014
5589,1295,18974
5529,1238,19005
5593,1248,18956
5554,1195,19061
5613,1204,18994
5539,1144,18977
5631,1159,19022
5560,1101,19015
5627,1111,18975
5560,1054,18987
5631,1064,18966
5568,1008,18987
5649,1019,18994
5571,961,18969
5652,971,18986
5579,916,18978
5656,925,18976
5575,868,18941
5646,875,18909
5568,820,18893
5629,825,18834
5562,772,18845
5638,779,18843
5567,726,18845
5661,735,18899
5582,682,18883
5664,688,18900
5595,637,18912
5659,641,18863
5593,590,18893
5678,595,18909
5591,543,18864
5680,548,18900
5598,497,18874
5683,502,18900
5597,451,18865
5669,453,18844
5603,405,18875
5684,408,18882
5610,359,18884
5690,361,18891
5631,314,18949
5698,315,18910
5632,268,18950
5706,268,18928
5631,221,18941
5708,221,18939
5621,175,18903
5701,174,18910
5611,128,18866
5697,127,18892
5611,82,18866
5685,80,18845
5618,36,18885
5696,33,18882
5618,-10,18885
5680,-13,18827
5611,-56,18866
5687,-60,18855
5599,-102,18829
5683,-107,18845
5601,-149,18839
5683,-154,18855
5604,-195,18858
5690,-201,18884
5612,-241,18895
5721,-249,18996
5651,-290,19036
5771,-299,19176
5691,-339,19187
5756,-346,19131
5698,-387,19224
5739,-392,19092
5707,-434,19271
5746,-440,19126
5710,-482,19289
5780,-491,19258
5701,-528,19272
5803,-541,19352
5666,-572,19169
5826,-592,19446
5657,-618,19159
5789,-636,19342
5648,-665,19139
5771,-682,19296
