X,Y,Z
6191,2645,18986
6128,2565,18964
6229,2602,19041
6153,2517,18983
6217,2538,18941
6172,2466,18983
6246,2490,18968
6192,2416,18984
6252,2433,18932
6208,2364,18975
6283,2387,18969
6219,2311,18957
6307,2338,18988
6232,2258,18939
6296,2275,18896
6271,2214,19014
6332,2230,18951
6296,2165,19032
6346,2177,18942
6294,2107,18977
6378,2130,18988
6316,2057,18996
6384,2074,18962
6323,2002,18968
6416,2026,19008
6355,1956,19014
6416,1969,18962
6348,1897,18950
6434,1918,18972
6380,1851,19006
6452,1866,18980
6376,1793,18951
6470,1814,18990
6377,1737,18914
6466,1756,18935
6407,1689,18960
6496,1708,18991
6411,1634,18933
6516,1656,19010
6429,1583,18952
6532,1603,19019
6456,1533,18998
6526,1545,18963
6461,1479,18981
6554,1495,19010
6482,1429,19008
6545,1437,18955
6488,1374,18989
6575,1388,19012
6495,1320,18981
6565,1329,18946
6489,1264,18934
6569,1275,18928
6489,1209,18907
6555,1217,18864
6503,1157,18925
6585,1166,18927
6471,1096,18804
6588,1111,18909
6484,1044,18813
6578,1055,18853
6525,996,18914
6586,1001,18853
6520,941,18878
6590,946,18844
6517,886,18851
6598,892,18844
6539,834,18897
6596,837,18827
6545,781,18898
6615,784,18864
6534,725,18842
6611,729,18836
6544,672,18861
6621,675,18845
6580,621,18953
6654,624,18928
6590,568,18972
6656,569,18919
6555,511,18852
6651,514,18901
6558,457,18852
6627,458,18818
6535,402,18778
6645,404,18855
6570,350,18871
6656,350,18883
6556,296,18825
6649,295,18856
6556,242,18816
6633,240,18810
6564,188,18834
6648,186,18847
6580,135,18881
6646,132,18838
6561,81,18826
6676,78,18921
6677,28,19168
6749,23,19133
6728,-27,19323
6821,-32,19344
6742,-82,19369
6812,-88,19327
6724,-137,19313
6840,-144,19410
6769,-194,19452
6851,-201,19447
6844,-253,19684
6833,-257,19399
6816,-307,19610
6776,-310,19241
6762,-360,19452
6856,-370,19482
6861,-422,19758
6908,-429,19649
6819,-476,19647
6903,-486,19648
6747,-526,19445
6896,-542,19639
6673,-575,19242
6949,-604,19806
6847,-647,19776
6903,-657,19685
6834,-702,19749
6853,-709,19557
6837,-759,19776
6811,-760,19457
6801,-812,19693
6914,-830,19778
6806,-869,19731
6870,-882,19668
6799,-925,19731
6901,-943,19778
6740,-974,19574
6872,-997,19723
6719,-1027,19537
6895,-1058,19815
6747,-1088,19647
6831,-1105,19649
6787,-1152,19795
6750,-1150,19438
6804,-1212,19878
6794,-1214,19593
6751,-1260,19749
6804,-1274,19659
6764,-1320,19823
6827,-1336,19761
6612,-1346,19390
6834,-1396,19815
6550,-1389,19242
6810,-1449,19778
6615,-1460,19472
6786,-1502,19741
6646,-1524,19601
6699,-1540,19521
6676,-1589,19730
6599,-1574,19252
6650,-1640,19693
6540,-1617,19113
6594,-1684,19565
6673,-1708,19556
6513,-1720,19362
6712,-1777,19723
6563,-1791,19556
6695,-1831,19714
6512,-1835,19444
6554,-1851,19327
6506,-1891,19471
6460,-1881,19095
6436,-1928,19306
6557,-1968,19437
6381,-1969,19187
6604,-2042,19630
6363,-2021,19179
6537,-2080,19473
6324,-2065,19112
6434,-2105,19207
6338,-2127,19203
6390,-2149,19125
6353,-2191,19307
6374,-2202,19134
6344,-2246,19335
6401,-2270,19272
6305,-2290,19271
6370,-2318,19234
6243,-2327,19140
6405,-2391,19401
6260,-2392,19251
6328,-2422,19227
6255,-2449,19298
6290,-2466,19172
6222,-2495,19252
6288,-2525,19225
6247,-2563,19399
6283,-2581,19272
6268,-2633,19536
6274,-2639,19309
6186,-2659,19341
6304,-2713,19475
6290,-2765,19748
6288,-2767,19492
6271,-2818,19757
6268,-2820,19500
6245,-2868,19748
6297,-2895,19665
6165,-2892,19562
6295,-2957,19741
6265,-3006,19722
5931,-2901,18944
6235,-3054,19702
5871,-2933,18825
5990,-2996,18982
5844,-2979,18816
5917,-3020,18828
5822,-3028,18825
5893,-3069,18828
5811,-3083,18872
5857,-3112,18792
5765,-3120,18797
5838,-3163,18809
5742,-3169,18806
5826,-3219,18855
5720,-3218,18825
5782,-3256,18800
5699,-3268,18834
5756,-3304,18800
5666,-3311,18815
5727,-3350,18790
5643,-3360,18834
5700,-3398,18790
5614,-3405,18824
5681,-3450,18818
5588,-3453,18833
5656,-3498,18826
5567,-3503,18851
5654,-3561,18918
5540,-3550,18860
5613,-3600,18882
5503,-3590,18832
5576,-3641,18854
5475,-3635,18832
5563,-3698,18909
5450,-3683,18851
5510,-3728,18825
5434,-3738,18896
5479,-3773,18825
5396,-3777,18869
5454,-3822,18844
5362,-3819,18859
5424,-3867,18853
5333,-3865,18869
5396,-3914,18862
5308,-3914,18886
5367,-3961,18871
5276,-3957,18886
5323,-3996,18824
5239,-3996,18867
5296,-4043,18842
5214,-4045,18895
5264,-4088,18852
5175,-4084,18876
5233,-4134,18861
5176,-4153,18997
5211,-4185,18897
5145,-4199,19007
5202,-4249,18991
5111,-4240,19007
5176,-4298,19019
5066,-4274,18969
5130,-4331,18982
5036,-4320,18988
5107,-4384,19028
4995,-4355,18960
5077,-4430,19046
4964,-4400,18979
5036,-4468,19027
4930,-4443,18987
4996,-4506,19008
4902,-4491,19015
4952,-4541,18980
4859,-4525,18987
4921,-4587,19008
4826,-4569,19006
4882,-4626,18999
4781,-4600,18968
4841,-4662,18979
4751,-4647,18995
4803,-4701,18979
4712,-4685,18995
4770,-4746,18997
4688,-4738,19050
4729,-4784,18987
4639,-4765,19004
4683,-4814,18960
4591,-4793,18967
4640,-4848,18942
4566,-4846,19021
4623,-4910,19033
4512,-4868,18956
4584,-4949,19033
4483,-4917,19002
4546,-4990,19042
4437,-4947,18975
4498,-5019,19014
4405,-4992,19012
4454,-5052,18996
4364,-5029,19011
4407,-5082,18967
4327,-5069,19019
4373,-5126,18995
4282,-5099,19000
4333,-5163,19004
4239,-5132,18991
4300,-5210,19040
4201,-5172,19009
4252,-5238,19012
4167,-5216,19046
4203,-5266,18984
4119,-5244,19018
4171,-5314,19029
4073,-5272,18999
4109,-5323,18937
4033,-5310,19008
4063,-5353,18918
3988,-5340,18998
4039,-5412,19020
3939,-5365,18971
3994,-5444,19010
3894,-5396,18962
3950,-5477,19009
3851,-5429,18960
3911,-5518,19037
3818,-5476,19015
3856,-5535,18981
3761,-5490,18951
3809,-5564,18972
3732,-5544,19033
3762,-5593,18962
3676,-5557,18968
3725,-5636,18999
3629,-5586,18958
3686,-5678,19035
3594,-5632,19013
3625,-5685,18951
3545,-5657,18995
3587,-5727,18998
3496,-5680,18976
3537,-5752,18979
3457,-5720,19013
3492,-5782,18979
3404,-5738,18975
3453,-5825,19024
3359,-5769,18975
3412,-5863,19051
3319,-5806,19011
3353,-5870,18986
3263,-5818,18955
3307,-5902,18995
3224,-5862,19010
3264,-5938,19022
3171,-5877,18973
3211,-5955,18985
3124,-5904,18973
3162,-5979,18975
3077,-5932,18982
3117,-6012,18993
3034,-5965,18999
3072,-6045,19020
2982,-5982,18972
3024,-6072,19020
2934,-6009,18980
2970,-6088,18993
2885,-6034,18980
2920,-6110,18982
2841,-6067,19007
2870,-6132,18973
2786,-6076,18961
2826,-6168,19008
2741,-6110,18987
2776,-6192,19008
2693,-6136,18996
2728,-6220,19027
2646,-6164,19015
2681,-6250,19045
2592,-6175,18977
2622,-6252,18980
2538,-6189,18948
2573,-6278,18988
2491,-6215,18968
2522,-6298,18988
2442,-6239,18976
2478,-6336,19033
2395,-6269,19002
2419,-6337,18968
2341,-6281,18975
2368,-6359,18978
2293,-6307,18992
2323,-6395,19022
2245,-6335,19020
2269,-6408,19004
2191,-6342,18983
2219,-6431,19012
2146,-6381,19047
2165,-6443,18994
2090,-6385,19000
2113,-6461,18994
2035,-6391,18963
2065,-6492,19030
1984,-6411,18972
2011,-6501,19002
1936,-6438,18998
1958,-6516,18992
1887,-6464,19027
1907,-6542,19018
1828,-6459,18961
1856,-6562,19027
1780,-6486,18998
1802,-6576,19027
1727,-6501,18987
1754,-6608,19073
1677,-6524,19015
1695,-6602,19009
1623,-6532,18996
1645,-6626,19035
1575,-6565,19051
1590,-6635,19016
1517,-6557,18986
1539,-6659,19043
1463,-6566,18966
1481,-6658,19006
1413,-6593,19012
1430,-6681,19033
1361,-6609,19022
1375,-6685,19004
1309,-6624,19029
1323,-6704,19023
1253,-6626,19002
1272,-6733,19078
1201,-6641,19010
1214,-6719,19003
1149,-6659,19028
1162,-6746,19050
1096,-6675,19046
1106,-6742,19002
1039,-6660,18972
1052,-6759,19020
986,-6676,18990
1001,-6786,19075
934,-6697,19027
944,-6780,19028
880,-6709,19035
890,-6797,19046
827,-6720,19044
833,-6782,18981
773,-6724,19025
780,-6803,19017
717,-6718,18987
727,-6818,19045
665,-6746,19052
673,-6832,19063
611,-6752,19050
617,-6833,19044
556,-6748,19014
562,-6836,19033
502,-6760,19031
507,-6839,19025
447,-6752,18993
453,-6854,19050
393,-6762,19012
397,-6859,19050
339,-6772,19030
342,-6851,19013
285,-6768,19001
287,-6850,19003
230,-6762,18973
232,-6861,19021
176,-6768,18981
177,-6868,19029
122,-6790,19037
122,-6884,19066
67,-6779,18999
67,-6878,19048
13,-6781,18999
11,-6877,19037
-42,-6793,19025
-44,-6873,19019
-96,-6797,19034
-99,-6864,18990
-151,-6784,18997
-154,-6891,19063
-205,-6791,19015
-209,-6873,19017
-260,-6796,19032
-264,-6863,18988
-314,-6786,19005
-320,-6882,19044
-368,-6778,18986
-375,-6878,19034
-424,-6791,19021
-430,-6874,19023
-477,-6775,18984
-484,-6859,18986
-533,-6785,19021
-540,-6855,18986
-587,-6775,19002
-595,-6861,19013
-642,-6777,19010
-651,-6862,19022
-696,-6776,19019
-706,-6861,19030
-748,-6749,18954
-759,-6838,18975
-804,-6762,19009
-818,-6862,19057
-858,-6751,18990
-870,-6838,19001
-916,-6773,19063
-930,-6869,19111
-970,-6768,19072
-981,-6832,19018
-1021,-6736,18997
-1036,-6832,19036
-1076,-6740,19025
-1091,-6825,19035
-1131,-6735,19033
-1145,-6815,19025
-1183,-6716,18995
-1201,-6812,19044
-1235,-6698,18967
-1254,-6794,19015
-1290,-6696,18985
-1312,-6803,19061
-1346,-6696,19013
-1363,-6778,19014
-1396,-6670,18966
-1419,-6775,19032
-1454,-6682,19030
-1474,-6767,19041
-1506,-6665,19011
-1525,-6743,19003
-1563,-6668,19048
-1580,-6737,19012
-1610,-6633,18972
-1637,-6738,19048
-1665,-6627,18990
-1686,-6708,18992
-1721,-6627,19027
-1743,-6705,19019
-1779,-6633,19082
-1797,-6694,19028
-1830,-6611,19054
-1849,-6675,19009
-1874,-6568,18961
-1903,-6661,19009
-1933,-6575,19025
-1960,-6660,19045
-1985,-6557,19015
-2012,-6640,19025
-2038,-6543,19015
-2063,-6621,19016
-2085,-6513,18967
-2115,-6600,18997
-2142,-6510,19004
-2171,-6594,19024
-2198,-6506,19040
-2225,-6584,19042
-2242,-6468,18976
-2277,-6563,19023
-2301,-6470,19030
-2329,-6546,19022
-2352,-6449,19021
-2383,-6530,19031
-2406,-6439,19038
-2432,-6504,19004
-2451,-6403,18982
-2491,-6505,19057
-2506,-6393,19009
-2535,-6465,18992
-2555,-6371,19000
-2585,-6441,18973
-2604,-6346,18981
-2645,-6442,19037
-2659,-6336,19008
-2692,-6412,19010
-2715,-6328,19044
-2740,-6383,18981
-2760,-6296,19007
-2795,-6373,19009
-2815,-6285,19034
-2849,-6358,19026
-2846,-6221,18904
-2901,-6337,19035
-2761,-5912,18000
-2919,-6246,18812
-2581,-5417,16498
-2617,-5383,16452
-2644,-5436,16420
-2660,-5363,16451
-2696,-5433,16475
-2709,-5354,16488
-2737,-5408,16456
-2748,-5325,16459
-2777,-5378,16428
-2788,-5299,16440
-2821,-5359,16437
-2833,-5284,16458
-2862,-5335,16427
-2872,-5256,16439
-2908,-5319,16445
-2912,-5231,16429
-2949,-5295,16435
-2948,-5197,16393
-2992,-5273,16434
-2995,-5183,16420
-3027,-5237,16397
-3037,-5161,16419
-3065,-5206,16369
-3084,-5147,16446
-3112,-5191,16396
-3125,-5123,16446
-3155,-5171,16405
-3160,-5090,16418
-3197,-5148,16404
-3199,-5063,16408
-3239,-5124,16414
-3238,-5036,16399
-3278,-5097,16404
-3278,-5011,16398
-3314,-5064,16375
-3317,-4985,16388
-3358,-5045,16393
-3355,-4957,16378
-3397,-5017,16383
-3393,-4928,16370
-3432,-4983,16356
-3438,-4910,16397
-3472,-4957,16355
-3462,-4862,16323
-3513,-4932,16364
-3507,-4845,16349
-3556,-4910,16383
-3546,-4818,16349
-3592,-4878,16363
-3580,-4785,16330
-3627,-4845,16344
-3618,-4757,16329
-3668,-4820,16353
-3655,-4728,16320
-3695,-4777,16297
-3693,-4700,16320
-3738,-4755,16325
-3726,-4666,16301
-3770,-4719,16297
-3759,-4632,16282
-3804,-4685,16278
-3805,-4613,16319
-3846,-4662,16296
-3833,-4574,16281
-3863,-4607,16203
-3853,-4524,16206
-3909,-4589,16249
-3903,-4511,16261
-3944,-4557,16239
-4055,-4613,16758
-4151,-4720,16955
-4597,-5146,18893
-4667,-5222,18949
-4669,-5144,19022
-4730,-5209,19041
-4719,-5117,19058
-4774,-5175,19050
-4747,-5066,19003
-4819,-5141,19059
-4800,-5043,19047
-4851,-5095,19022
-4835,-5001,19029
-4901,-5067,19058
-4884,-4973,19065
-4937,-5025,19038
-4923,-4935,19065
-4990,-4999,19084
-4958,-4892,19046
-5020,-4952,19047
-5003,-4860,19063
-5059,-4911,19047
-5042,-4821,19063
-5089,-4864,19009
-5056,-4760,18971
-5152,-4847,19101
-5108,-4734,19026
-5179,-4797,19054
-5141,-4690,19007
-5218,-4757,19054
-5200,-4669,19079
-5270,-4730,19108
-5219,-4613,19015
-5297,-4680,19072
-5268,-4583,19060
-5333,-4637,19062
-5310,-4547,19079
-5376,-4601,19079
-5329,-4491,19014
-5400,-4549,19033
-5370,-4454,19032
-5451,-4519,19088
-5407,-4414,19031
-5482,-4473,19070
-5447,-4376,19049
-5524,-4435,19087
-5492,-4342,19085
-5559,-4393,19086
-5526,-4299,19085
-5585,-4342,19059
-5558,-4254,19076
-5613,-4294,19031
-5579,-4201,19029
-5648,-4251,19030
-5612,-4157,19019
-5676,-4203,19011
-5661,-4125,19074
-5718,-4165,19038
-5682,-4073,19037
-5763,-4129,19074
-5723,-4034,19064
-5785,-4076,19037
-5755,-3990,19064
-5827,-4038,19074
-5777,-3939,19026
-5862,-3995,19083
-5814,-3898,19044
-5878,-3939,19027
-5850,-3856,19062
-5927,-3905,19082
-5892,-3818,19099
-5933,-3843,18998
-5911,-3765,19062
-5979,-3806,19044
-5937,-3717,19042
-6019,-3766,19080
-5966,-3671,19043
-6038,-3713,19043
-5995,-3624,19042
-6076,-3671,19070
-6014,-3572,19005
-6112,-3628,19088
-6058,-3534,19060
-6130,-3574,19051
-6093,-3492,19077
-6160,-3528,19061
-6119,-3443,19068
-6186,-3479,19051
-6146,-3395,19067
-6218,-3433,19059
-6167,-3345,19049
-6249,-3387,19078
-6200,-3300,19067
-6268,-3334,19050
-6226,-3251,19067
-6306,-3291,19086
-6246,-3200,19048
-6318,-3235,19039
-6277,-3155,19066
-6362,-3195,19094
-6283,-3097,19001
-6377,-3140,19057
-6328,-3058,19065
-6399,-3090,19047
-6361,-3013,19093
-6425,-3041,19056
-6373,-2958,19055
-6453,-2993,19066
-6395,-2908,19045
-6474,-2941,19056
-6427,-2862,19073
-6500,-2892,19065
-6437,-2806,19036
-6518,-2839,19046
-6463,-2758,19044
-6541,-2789,19045
-6466,-2700,18989
-6546,-2731,18990
-6505,-2657,19034
-6591,-2689,19064
-6535,-2610,19062
-6612,-2639,19062
-6546,-2556,19034
-6622,-2583,19026
-6582,-2511,19080
-6651,-2534,19053
-6589,-2455,19043
-6677,-2485,19061
-6602,-2402,19024
-6688,-2431,19043
-6624,-2351,19024
-6717,-2382,19070
-6627,-2294,18977
-6734,-2329,19061
-6657,-2247,19014
-6766,-2281,19097
-6665,-2192,18986
-6760,-2220,19033
-6714,-2150,19078
-6779,-2168,19033
-6722,-2095,19050
-6796,-2116,19032
-6744,-2045,19067
-6811,-2062,19023
-6756,-1991,19049
-6827,-2010,19022
-6766,-1937,19030
-6854,-1960,19049
-6777,-1883,19021
-6850,-1901,18994
-6802,-1834,19049
-6905,-1859,19114
-6827,-1784,19075
-6898,-1800,19049
-6832,-1728,19048
-6923,-1749,19076
-6855,-1677,19076
-6914,-1689,19012
-6830,-1615,18965
-6938,-1638,19039
-6884,-1570,19084
-6962,-1585,19066
-6882,-1514,19037
-6959,-1528,19029
-6888,-1459,19018
-6966,-1473,19010
-6912,-1409,19055
-6988,-1422,19038
-6926,-1356,19064
-7019,-1372,19093
-6927,-1300,19036
-7022,-1316,19075
-6941,-1247,19046
-7033,-1261,19074
-6952,-1193,19045
-7024,-1203,19019
-6971,-1141,19073
-7054,-1152,19073
-6971,-1086,19045
-7071,-1099,19091
-6986,-1033,19063
-7061,-1041,19046
-6981,-976,19026
-7077,-987,19064
-6998,-923,19053
-7072,-931,19027
-7009,-870,19063
-7087,-877,19045
-7007,-814,19035
-7111,-823,19091
-7010,-759,19025
-7101,-766,19044
-7019,-706,19034
-7118,-713,19071
-7011,-650,18997
-7115,-657,19054
-7049,-598,19089
-7128,-602,19071
-7030,-542,19015
-7122,-546,19044
-7050,-488,19061
-7133,-491,19062
-7043,-433,19034
-7141,-436,19071
-7036,-378,19005
-7139,-381,19051
-7053,-324,19043
-7149,-326,19069
-7057,-269,19041
-7146,-270,19062
-7068,-215,19069
-7153,-214,19070
-7067,-160,19061
-7155,-159,19070
-7068,-106,19061
-7151,-104,19051
-7056,-51,19023
-7139,-48,19024
-7058,4,19023
-7157,7,19070
-7054,58,19014
-7130,62,18996
-7073,113,19068
-7121,117,18968
-7065,168,19050
-7142,173,19033
-7061,223,19041
-7140,229,19032
-7037,277,18977
-7132,284,19014
-7037,331,18985
-7147,340,19060
-7054,387,19040
-7115,393,18977
-7055,442,19050
-7099,448,18940
-7042,496,19022
-7143,507,19068
-7051,552,19059
-7135,562,19060
-7037,605,19031
-7116,615,19023
-7033,660,19031
-7105,670,19005
-7024,714,19022
-7117,727,19050
-7018,768,19022
-7118,783,19068
-7019,823,19040
-7093,835,19013
-7014,878,19039
-7083,890,19003
-6993,930,19003
-7085,946,19032
-7009,988,19067
-7081,1001,19040
-7001,1042,19067
-7051,1053,18976
-6965,1092,18994
-7059,1110,19022
-6970,1148,19031
-7066,1167,19068
-6957,1201,19021
-7040,1219,19022
-6943,1254,19003
-7061,1279,19105
-6936,1309,19012
-7015,1327,19004
-6913,1360,18975
-7004,1382,19003
-6928,1419,19049
-7004,1438,19031
-6913,1472,19040
-6987,1491,19022
-6892,1523,19012
-6979,1546,19031
-6874,1575,18993
-6958,1598,19003
-6852,1625,18966
-6952,1653,19022
-6874,1688,19067
-6936,1707,19012
-6835,1734,18994
-6939,1764,19058
-6827,1788,19012
-6925,1818,19058
-6815,1841,19012
-6893,1866,19013
-6787,1890,18975
-6895,1924,19059
-6778,1944,18994
-6861,1972,19003
-6775,2001,19030
-6865,2031,19058
-6744,2048,18985
-6836,2080,19022
-6744,2105,19030
-6815,2131,19013
-6714,2153,18993
-6812,2189,19050
-6710,2209,19031
-6788,2239,19031
-6688,2260,19022
-6768,2291,19022
-6671,2312,19021
-6767,2349,19078
-6657,2365,19030
-6724,2393,19004
-6638,2416,19030
-6708,2446,19013
-6622,2468,19040
-6703,2502,19050
-6596,2517,19022
-6673,2551,19022
-6578,2569,19031
-6663,2606,19049
-6543,2613,18986
-6631,2653,19023
-6542,2672,19041
-6619,2708,19051
-6520,2722,19040
-6598,2759,19050
-6471,2761,18958
-6568,2807,19023
-6470,2820,19022
-6537,2853,18996
-6445,2869,19014
-6512,2903,18986
-6431,2922,19042
-6492,2954,18996
-6382,2960,18958
-6491,3015,19070
-6391,3024,19060
-6449,3056,19015
-6360,3070,19042
-6428,3108,19024
-6324,3113,19005
-6398,3154,19005
-6304,3164,19014
-6377,3205,19014
-6296,3222,19070
-6353,3255,19025
-6258,3264,19033
-6319,3300,18997
-6233,3312,19033
-6308,3357,19043
-6200,3357,19015
-6285,3407,19052
-6173,3404,19015
-6246,3449,19015
-6148,3453,19015
-6217,3496,19016
-6132,3506,19052
-6194,3547,19025
-6090,3545,19006
-6174,3599,19052
-6069,3597,19034
-6137,3642,19025
-6035,3640,19016
-6107,3688,19026
-6023,3696,19071
-6068,3729,18989
-5985,3737,19044
-6057,3787,19054
-5955,3782,19034
-6033,3838,19072
-5926,3829,19044
-5970,3863,18962
-5879,3864,18989
-5942,3910,18971
-5867,3922,19054
-5936,3973,19054
-5822,3957,18999
-5906,4020,19064
-5787,3999,18989
-5861,4056,19018
-5777,4059,19063
-5842,4110,19065
-5728,4091,19009
-5797,4145,19018
-5712,4147,19065
-5772,4196,19046
-5659,4176,18990
-5737,4239,19037
-5639,4229,19036
-5707,4286,19056
-5610,4276,19055
-5658,4318,19002
-5568,4312,19028
-5626,4363,19010
-5531,4353,19019
-5595,4409,19020
-5497,4395,19019
-5563,4454,19029
-5475,4448,19065
-5542,4508,19085
-5425,4478,19010
-5481,4530,18993
-5372,4504,18947
-5461,4585,19048
-5358,4564,19030
-5420,4622,19030
-5317,4601,19012
-5386,4666,19040
-5288,4648,19039
-5342,4701,19022
-5237,4675,18984
-5308,4745,19031
-5214,4728,19041
-5286,4800,19086
-5175,4767,19031
-5231,4824,19023
-5137,4805,19031
-5193,4865,19023
-5093,4840,19014
-5157,4907,19032
-5053,4877,19004
-5123,4951,19051
-5013,4914,18995
-5091,4998,19089
-4981,4959,19023
-5043,5027,19052
-4936,4991,19005
-4999,5061,19034
-4901,5034,19024
-4961,5102,19043
-4852,5062,18987
-4926,5145,19062
-4828,5115,19053
-4879,5176,19044
-4781,5145,19025
-4836,5211,19036
-4745,5186,19043
-4791,5244,19017
-4699,5217,19026
-4754,5286,19035
-4660,5255,19035
-4708,5317,19017
-4613,5285,19017
-4674,5362,19055
-4566,5314,18989
-4631,5397,19055
-4520,5344,18972
-4581,5423,19018
-4490,5392,19027
-4544,5466,19046
-4447,5427,19028
-4504,5503,19056
-4400,5455,19010
-4444,5517,18993
-4357,5488,19010
-4405,5556,19011
-4302,5507,18955
-4371,5604,19057
-4275,5560,19029
-4313,5618,18993
-4236,5599,19057
-4277,5661,19030
-4180,5615,19002
-4254,5724,19131
-4133,5644,18994
-4183,5722,19022
-4095,5684,19021
-4140,5756,19032
-4042,5704,18984
-4087,5777,18996
-4000,5740,19003
-4045,5814,19014
-3947,5758,18968
-3998,5842,19005
-3913,5804,19023
-3961,5886,19051
-3853,5813,18949
-3911,5910,19033
-3816,5855,18996
-3877,5958,19098
-3775,5892,19024
-3806,5951,18979
-3728,5920,19025
-3770,5997,19035
-3681,5948,19025
-3727,6032,19063
-3630,5970,19007
-3666,6038,18990
-3579,5990,18979
-3615,6060,18972
-3540,6030,19026
-3565,6085,18962
-3490,6054,19018
-3528,6131,19028
-3441,6076,19008
-3476,6150,19000
-3389,6096,18991
-3431,6182,19029
-3346,6130,19019
-3379,6203,19010
-3296,6153,19009
-3338,6243,19057
-3242,6169,18982
-3282,6257,19020
-3196,6199,19001
-3231,6278,19011
-3149,6225,19011
-3187,6313,19049
-3099,6248,19011
-3133,6327,19022
-3055,6282,19049
-3074,6333,18967
-3000,6292,19003
-3023,6353,18959
-2944,6301,18967
-2975,6381,18977
-2899,6334,19004
-2925,6404,18978
-2842,6340,18959
-2878,6435,19005
-2797,6372,18986
-2830,6461,19025
-2750,6401,19015
-2775,6472,18998
-2696,6412,18987
-2728,6502,19026
-2649,6440,19016
-2680,6532,19054
-2595,6453,18998
-2620,6531,18989
-2542,6465,18980
-2575,6566,19046
-2495,6495,19008
-2526,6592,19064
-2441,6506,18990
-2463,6583,18982
-2385,6512,18953
-2418,6620,19037
-2342,6553,19028
-2360,6620,18992
-2289,6567,19019
-2303,6625,18956
-2236,6580,19010
-2252,6644,18965
-2182,6591,18992
-2203,6671,18994
-2130,6606,18993
-2150,6687,18994
-2080,6627,19012
-2092,6687,18948
-2023,6629,18975
-2038,6699,18940
-1970,6643,18976
-1996,6752,19050
-1916,6653,18958
-1938,6751,19005
-1867,6675,18986
-1887,6770,19024
-1812,6681,18968
-1830,6772,18998
-1759,6694,18969
-1777,6786,18998
-1708,6713,18988
-1720,6786,18961
-1656,6728,18997
-1669,6808,18989
-1600,6730,18970
-1612,6805,18953
-1549,6751,18999
-1561,6830,18990
-1493,6748,18962
-1506,6837,18982
-1440,6761,18972
-1452,6845,18973
-1390,6788,19018
-1396,6846,18956
-1332,6772,18945
-1346,6876,19011
-1280,6793,18983
-1289,6869,18966
-1225,6792,18955
-1235,6884,18985
-1170,6793,18938
-1180,6886,18966
-1118,6810,18966
-1126,6897,18976
-1064,6819,18966
-1072,6906,18986
-1013,6842,19022
-1018,6920,19006
-958,6843,19004
-961,6910,18960
-903,6843,18986
-908,6930,18997
-847,6832,18940
-853,6932,18988
-793,6834,18932
-796,6915,18924
-740,6854,18979
-745,6955,19026
-686,6859,18980
-687,6931,18953
-631,6856,18961
-635,6959,19018
-578,6875,19008
-579,6949,18983
-523,6861,18962
-526,6979,19056
-468,6859,18944
-469,6952,18973
-415,6873,18982
-415,6975,19039
-361,6884,19010
-359,6964,19002
-306,6866,18956
-304,6953,18966
-251,6866,18956
-249,6960,18985
-197,6877,18985
-194,6968,19004
-143,6882,19003
-139,6950,18959
-89,6870,18967
-84,6962,18996
-35,6888,19023
-29,6975,19033
20,6873,18986
26,6948,18960
74,6860,18950
81,6969,19025
128,6862,18969
136,6954,18988
182,6846,18933
191,6943,18972
238,6880,19034
245,6923,18926
291,6854,18970
301,6946,18999
346,6862,19008
356,6936,18982
400,6863,19027
410,6928,18973
453,6837,18963
465,6920,18964
507,6839,18981
519,6916,18975
562,6845,19019
573,6904,18957
615,6825,18983
628,6898,18957
669,6822,18993
684,6912,19013
722,6807,18966
736,6882,18949
774,6783,18920
793,6891,18995
829,6785,18949
847,6881,18997
883,6782,18968
902,6877,19006
939,6786,19005
957,6872,19015
991,6770,18987
1011,6863,19016
1046,6772,19015
1064,6848,19008
1096,6739,18951
1118,6835,18999
1152,6744,18998
1173,6828,19008
1204,6727,18981
1228,6824,19028
1259,6727,19017
1278,6793,18972
1310,6703,18981
1332,6783,18983
1360,6675,18936
1385,6768,18975
1416,6680,18982
1439,6758,18984
1467,6660,18964
1490,6736,18958
1521,6652,18983
1544,6726,18966
1574,6641,18993
1598,6715,18976
1628,6633,19013
1655,6717,19023
1683,6629,19040
1700,6670,18931
1731,6595,18985
1756,6669,18979
1779,6566,18950
1810,6657,18988
1832,6556,18968
1864,6648,19007
1885,6542,18968
1917,6632,19007
1934,6515,18942
1969,6613,19008
1989,6510,18979
2016,6577,18954
2040,6492,18980
2069,6563,18963
2091,6474,18980
2119,6543,18954
2143,6459,18990
2176,6540,19001
2193,6438,18981
2227,6519,18993
2240,6407,18945
2271,6479,18938
2289,6384,18936
2326,6469,18966
2346,6382,18992
2372,6433,18920
2399,6370,19020
2429,6431,18976
2449,6346,19012
2483,6417,18995
2493,6312,18966
2532,6394,18996
2544,6292,18976
2581,6366,18978
2590,6261,18949
2632,6347,18988
2644,6251,18987
2685,6331,19007
2684,6207,18922
2727,6290,18952
2746,6213,19015
2777,6267,18952
2785,6168,18942
2832,6255,18989
2842,6160,18998
2884,6237,19008
2890,6135,18998
2929,6205,18991
2943,6120,19027
2973,6169,18954
2984,6081,18981
3019,6138,18937
3022,6035,18917
3069,6116,18946
3082,6035,19000
3118,6093,18955
3128,6006,18991
3173,6079,19003
3157,5971,18946
3202,6050,18966
3162,5979,18974
2605,6463,19016
